4cf86aa665f9,449.04,0.03,1678417368
4cf86aa665f9,594.43,0.03,1678417372
4cf86aa665f9,581.54,0.03,1678417376
4cf86aa665f9,747.59,0.03,1678417380
4cf86aa665f9,761.19,0.03,1678417384
4cf86aa665f9,621.53,0.03,1678417388
4cf86aa665f9,645.87,0.03,1678417392
4cf86aa665f9,647.37,0.03,1678417396
4cf86aa665f9,730.31,0.03,1678417400
4cf86aa665f9,680.18,0.03,1678417404
4cf86aa665f9,787.30,0.03,1678417408
4cf86aa665f9,723.43,0.03,1678417412
4cf86aa665f9,690.72,0.03,1678417416
4cf86aa665f9,675.53,0.03,1678417420
4cf86aa665f9,591.62,0.03,1678417424
4cf86aa665f9,645.20,0.03,1678417428
4cf86aa665f9,662.19,0.03,1678417432
4cf86aa665f9,680.82,0.03,1678417436
4cf86aa665f9,694.09,0.03,1678417440
4cf86aa665f9,620.45,0.03,1678417444
4cf86aa665f9,720.37,0.03,1678417449
4cf86aa665f9,750.61,0.03,1678417453
4cf86aa665f9,733.97,0.03,1678417457
4cf86aa665f9,640.25,0.03,1678417461
4cf86aa665f9,763.66,0.03,1678417465
4cf86aa665f9,602.35,0.03,1678417469
4cf86aa665f9,706.96,0.03,1678417473
4cf86aa665f9,829.34,0.03,1678417477
4cf86aa665f9,685.65,0.03,1678417481
4cf86aa665f9,607.39,0.03,1678417485
4cf86aa665f9,604.18,0.03,1678417489
4cf86aa665f9,729.91,0.03,1678417493
4cf86aa665f9,748.87,0.03,1678417497
4cf86aa665f9,600.23,0.03,1678417501
4cf86aa665f9,759.48,0.03,1678417505
4cf86aa665f9,546.77,0.03,1678417509
4cf86aa665f9,675.27,0.03,1678417513
4cf86aa665f9,725.82,0.03,1678417517
4cf86aa665f9,887.45,0.03,1678417521
4cf86aa665f9,782.04,0.03,1678417525
4cf86aa665f9,776.21,0.03,1678417529
4cf86aa665f9,651.31,0.03,1678417533
4cf86aa665f9,596.50,0.03,1678417537
4cf86aa665f9,797.75,0.03,1678417541
4cf86aa665f9,612.71,0.03,1678417545
4cf86aa665f9,762.86,0.03,1678417549
4cf86aa665f9,667.15,0.03,1678417553
4cf86aa665f9,682.66,0.03,1678417557
4cf86aa665f9,686.04,0.03,1678417561
4cf86aa665f9,647.83,0.03,1678417565
4cf86aa665f9,796.86,0.03,1678417569
4cf86aa665f9,695.82,0.03,1678417573
4cf86aa665f9,624.42,0.03,1678417577
4cf86aa665f9,570.36,0.03,1678417581
4cf86aa665f9,623.14,0.03,1678417585
4cf86aa665f9,773.46,0.03,1678417589
4cf86aa665f9,661.92,0.03,1678417593
4cf86aa665f9,710.57,0.03,1678417597
4cf86aa665f9,677.52,0.03,1678417602
4cf86aa665f9,637.62,0.03,1678417606
4cf86aa665f9,643.04,0.03,1678417610
4cf86aa665f9,675.59,0.03,1678417614
4cf86aa665f9,680.91,0.03,1678417618
4cf86aa665f9,667.81,0.03,1678417622
4cf86aa665f9,671.78,0.03,1678417626
4cf86aa665f9,698.18,0.03,1678417630
4cf86aa665f9,623.43,0.03,1678417634
4cf86aa665f9,707.44,0.04,1678417638
4cf86aa665f9,666.38,0.04,1678417642
4cf86aa665f9,730.96,0.04,1678417646
4cf86aa665f9,674.96,0.04,1678417650
4cf86aa665f9,687.61,0.04,1678417654
4cf86aa665f9,704.01,0.04,1678417658
4cf86aa665f9,700.76,0.04,1678417662
4cf86aa665f9,588.47,0.04,1678417666
4cf86aa665f9,707.02,0.04,1678417670
4cf86aa665f9,718.24,0.04,1678417674
4cf86aa665f9,716.79,0.04,1678417678
4cf86aa665f9,722.08,0.04,1678417682
4cf86aa665f9,682.53,0.04,1678417686
4cf86aa665f9,641.71,0.04,1678417690
4cf86aa665f9,756.66,0.04,1678417694
4cf86aa665f9,700.56,0.04,1678417698
4cf86aa665f9,661.84,0.04,1678417702
4cf86aa665f9,690.84,0.04,1678417706
4cf86aa665f9,681.80,0.04,1678417710
4cf86aa665f9,639.48,0.04,1678417714
4cf86aa665f9,608.71,0.04,1678417718
4cf86aa665f9,844.19,0.04,1678417722
4cf86aa665f9,619.96,0.04,1678417726
4cf86aa665f9,869.23,0.04,1678417730
4cf86aa665f9,689.59,0.04,1678417734
4cf86aa665f9,596.44,0.04,1678417738
4cf86aa665f9,575.06,0.04,1678417742
